sales_agent,account,deal_stage,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG,revenue_per_employee
Kary Hendrixson,Finjob,Lost,0.0,1988.0,2059.9,3644.0,550,73.0,Medium,36.0,Established,0.0,1.0,1.0,Basic,0.5618279569892473,1356.113432835821,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.5652854006586169
Kary Hendrixson,Xx-holding,Won,1054.0,1993.0,7537.24,20293.0,1096,86.0,Enterprise,31.0,Established,1.0,1.0,1.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.37142068693638197
Vicki Laflamme,Scotfind,Won,55.0,1996.0,6354.87,16780.0,55,71.0,Enterprise,28.0,Established,1.0,1.0,1.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.3787169249106079
Violet Mclelland,Ganjaflex,Lost,0.0,1995.0,5158.71,17479.0,55,61.0,Enterprise,29.0,Established,0.0,1.0,1.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,1,False,False,True,0.2951375936838492
Boris Faz,Iselectrics,Won,1073.0,2011.0,527.11,1428.0,1096,80.0,Medium,13.0,Mature,1.0,1.0,1.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.369124649859944
Cecily Lampkin,Genco Pura Olive Oil Company,Lost,0.0,2007.0,894.33,1635.0,3393,75.0,Medium,17.0,Mature,0.0,1.0,1.0,Complex,0.6294117647058823,1436.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,False,False,True,0.5469908256880734
Kary Hendrixson,Faxquote,Won,586.0,1995.0,1825.82,5595.0,550,71.0,Large,29.0,Established,1.0,1.0,1.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.32633065236818587
Marty Freudenburg,Treequote,Won,4667.0,1988.0,5266.09,8595.0,4821,121.0,Large,36.0,Established,1.0,1.0,1.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.6126922629435718
Vicki Laflamme,Hottechi,Won,880.0,1997.0,8170.38,16499.0,1096,83.0,Enterprise,27.0,Established,1.0,1.0,1.0,Intermediate,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0,0,False,True,False,0.495204557851991
Vicki Laflamme,Plexzap,Won,3676.0,2001.0,2437.85,4874.0,3393,67.0,Medium,23.0,Established,1.0,1.0,1.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.5001743947476405
Anna Snelling,Funholding,Lost,0.0,1991.0,2819.5,7227.0,3393,79.0,Large,33.0,Established,0.0,1.0,1.0,Complex,0.5488126649076517,818.6190476190476,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3901342189013422
Darcel Schlecht,Treequote,Lost,0.0,1988.0,5266.09,8595.0,4821,63.0,Large,36.0,Established,0.0,1.0,1.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.6126922629435718
Garret Kinder,Opentech,Lost,0.0,1994.0,355.23,853.0,1096,80.0,Small,30.0,Established,0.0,1.0,1.0,Intermediate,0.6097560975609756,1607.9105691056911,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.4164478311840563
Jonathan Berthelot,Treequote,Won,4716.0,1988.0,5266.09,8595.0,4821,73.0,Large,36.0,Established,1.0,1.0,1.0,Complex,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.6126922629435718
Kary Hendrixson,Blackzim,Lost,0.0,2009.0,497.11,1588.0,550,84.0,Medium,15.0,Mature,0.0,1.0,1.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.31304156171284636
Vicki Laflamme,Goodsilron,Won,4211.0,2000.0,2952.73,5107.0,4821,77.0,Large,24.0,Established,1.0,1.0,1.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.5781730957509301
Anna Snelling,Funholding,Lost,0.0,1991.0,2819.5,7227.0,3393,74.0,Large,33.0,Established,0.0,1.0,1.0,Complex,0.5488126649076517,818.6190476190476,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3901342189013422
Darcel Schlecht,Codehow,Lost,0.0,1998.0,2714.9,2641.0,4821,71.0,Medium,26.0,Established,0.0,1.0,1.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,1.027981825066263
Darcel Schlecht,Toughzap,Won,56.0,1995.0,332.43,799.0,55,70.0,Small,29.0,Established,1.0,1.0,1.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.4160575719649562
Gladys Colclough,Rundofase,Lost,0.0,1983.0,1008.06,1238.0,55,76.0,Medium,41.0,Established,0.0,1.0,1.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.8142649434571889
Gladys Colclough,Funholding,Won,44.0,1991.0,2819.5,7227.0,55,76.0,Large,33.0,Established,1.0,1.0,1.0,Basic,0.5152671755725191,1489.9741379310344,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3901342189013422
Kary Hendrixson,Konex,Won,532.0,1980.0,7708.38,13756.0,550,80.0,Enterprise,44.0,Established,1.0,1.0,1.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.5603649316661821
Lajuana Vencill,Treequote,Lost,0.0,1988.0,5266.09,8595.0,550,124.0,Large,36.0,Established,0.0,1.0,1.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.6126922629435718
Lajuana Vencill,Zumgoity,Lost,0.0,1984.0,441.08,1210.0,550,73.0,Medium,40.0,Established,0.0,1.0,1.0,Basic,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.3645289256198347
Reed Clapper,Kinnamplus,Lost,0.0,2004.0,702.72,1831.0,4821,70.0,Medium,20.0,Mature,0.0,1.0,1.0,Complex,0.6540084388185654,1849.5189873417721,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.383790278536319
Versie Hillebrand,Domzoom,Lost,0.0,1998.0,217.87,551.0,550,77.0,Small,26.0,Established,0.0,1.0,1.0,Basic,0.6027397260273972,710.9583333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.3954083484573503
Anna Snelling,Isdom,Won,622.0,2002.0,3178.24,4540.0,550,60.0,Medium,22.0,Established,1.0,1.0,1.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.7000528634361233
Cecily Lampkin,Cancity,Lost,0.0,2001.0,718.62,2448.0,5482,57.0,Medium,23.0,Established,0.0,1.0,1.0,Complex,0.6294117647058823,1436.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.2935539215686275
Corliss Cosme,Xx-zobam,Won,1257.0,1989.0,3838.39,8274.0,1096,68.0,Large,35.0,Established,1.0,1.0,1.0,Intermediate,0.5859375,1838.585152838428,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.4639098380468939
Maureen Marcano,Lexiqvolax,Won,1135.0,2004.0,1618.89,3889.0,1096,77.0,Medium,20.0,Mature,1.0,1.0,1.0,Intermediate,0.6506550218340611,1645.0469483568074,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.41627410645410134
Zane Levy,Hottechi,Lost,0.0,1997.0,8170.38,16499.0,3393,80.0,Enterprise,27.0,Established,0.0,1.0,1.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,0,1,0,False,False,True,0.495204557851991
Zane Levy,Newex,Won,4313.0,1991.0,1012.72,3492.0,4821,66.0,Medium,33.0,Established,1.0,1.0,1.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,1,0,0,False,True,False,0.2900114547537228
Anna Snelling,dambase,Won,5210.0,1995.0,2173.98,2928.0,5482,69.0,Medium,29.0,Established,1.0,1.0,1.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.7424795081967214
Lajuana Vencill,Ron-tech,Won,47.0,1992.0,3922.42,6837.0,55,78.0,Large,32.0,Established,1.0,1.0,1.0,Basic,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5737048413046658
Markita Hansen,Konex,Won,3220.0,1980.0,7708.38,13756.0,3393,73.0,Enterprise,44.0,Established,1.0,1.0,1.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.5603649316661821
Rosalina Dieter,Initech,Won,,1994.0,6395.05,20275.0,550,47.98539710922366,Enterprise,30.0,Established,1.0,1.0,1.0,Basic,0.5714285714285714,2140.0272727272727,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.3154155363748459
Rosie Papadopoulos,Donware,Won,47.0,1999.0,1197.44,2570.0,55,77.0,Medium,25.0,Established,1.0,1.0,1.0,Basic,0.5735294117647058,1902.2231404958677,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.4659299610894942
Violet Mclelland,Rundofase,Won,,1983.0,1008.06,1238.0,55,47.98539710922366,Medium,41.0,Established,1.0,1.0,1.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.8142649434571889
Violet Mclelland,Yearin,Won,63.0,2005.0,2261.05,3851.0,55,76.0,Medium,19.0,Mature,1.0,1.0,1.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.5871332121526877
Anna Snelling,Betatech,Won,56.0,1986.0,647.18,1185.0,55,65.0,Medium,38.0,Established,1.0,1.0,1.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5461434599156118
Anna Snelling,Rundofase,Won,65.0,1983.0,1008.06,1238.0,55,51.0,Medium,41.0,Established,1.0,1.0,1.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.8142649434571889
Boris Faz,Donquadtech,Won,5743.0,1992.0,1712.68,3194.0,5482,69.0,Medium,32.0,Established,1.0,1.0,1.0,Complex,0.5906432748538012,1710.0065359477123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.5362179085785849
Cassey Cress,Mathtouch,Won,53.0,1984.0,3027.46,9516.0,55,53.0,Large,40.0,Established,1.0,1.0,1.0,Basic,0.5620689655172414,1726.0114942528735,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,1,False,False,True,0.31814417822614544
Corliss Cosme,Betasoloin,Won,4974.0,1999.0,251.41,495.0,5482,80.0,Small,25.0,Established,1.0,1.0,1.0,Complex,0.5859375,1838.585152838428,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.5078989898989898
Donn Cantrell,Ontomedia,Won,3892.0,1997.0,882.12,2769.0,3393,75.0,Medium,27.0,Established,1.0,1.0,1.0,Complex,0.5745454545454546,1621.3090909090909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.31856988082340193
Garret Kinder,Betasoloin,Won,3822.0,1999.0,251.41,495.0,4821,71.0,Small,25.0,Established,1.0,1.0,1.0,Complex,0.6097560975609756,1607.9105691056911,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.5078989898989898
Jonathan Berthelot,Inity,Won,504.0,1986.0,2403.58,8801.0,550,52.0,Large,38.0,Established,1.0,1.0,1.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.2731030564708556
Rosalina Dieter,Xx-holding,Won,3145.0,1993.0,7537.24,20293.0,3393,79.0,Enterprise,31.0,Established,1.0,1.0,1.0,Complex,0.5714285714285714,2140.0272727272727,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.37142068693638197
Vicki Laflamme,Finjob,Won,564.0,1988.0,2059.9,3644.0,550,77.0,Medium,36.0,Established,1.0,1.0,1.0,Basic,0.5909090909090909,1378.6628242074928,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.5652854006586169
Zane Levy,Fasehatice,Won,1117.0,1990.0,4968.91,7523.0,1096,64.0,Large,34.0,Established,1.0,1.0,1.0,Intermediate,0.5551724137931034,1647.7701149425288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.6604958128406221
Anna Snelling,Inity,Won,59.0,1986.0,2403.58,8801.0,55,75.0,Large,38.0,Established,1.0,1.0,1.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.2731030564708556
Darcel Schlecht,Finhigh,Won,52.0,2006.0,1102.43,1759.0,55,77.0,Medium,18.0,Mature,1.0,1.0,1.0,Basic,0.5693311582381729,2085.3779385171792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.6267367822626493
Donn Cantrell,Kan-code,Won,4694.0,1982.0,11698.03,34288.0,4821,73.0,Enterprise,42.0,Established,1.0,1.0,1.0,Complex,0.5745454545454546,1621.3090909090909,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.34116979701353245
Kami Bicknell,Plusstrip,Won,5620.0,2002.0,349.81,315.0,4821,55.0,Small,22.0,Established,1.0,1.0,1.0,Complex,0.5780730897009967,1163.4411764705883,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,1.1105079365079364
Kary Hendrixson,Singletechno,Won,1095.0,1996.0,2214.94,5374.0,1096,57.0,Large,28.0,Established,1.0,1.0,1.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.41215854112393
Lajuana Vencill,Conecom,Lost,0.0,2005.0,1520.66,1806.0,550,112.0,Medium,19.0,Mature,0.0,1.0,1.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.8420044296788484
Lajuana Vencill,Ron-tech,Won,489.0,1992.0,3922.42,6837.0,550,79.0,Large,32.0,Established,1.0,1.0,1.0,Basic,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.5737048413046658
Markita Hansen,Bioholding,Won,,2012.0,587.34,1356.0,55,47.98539710922366,Medium,12.0,Mature,1.0,1.0,1.0,Basic,0.5118110236220472,1448.4229074889868,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0,0,0,0,1,False,False,True,0.433141592920354
Markita Hansen,Golddex,Won,5908.0,2008.0,52.5,165.0,5482,65.0,Small,16.0,Mature,1.0,1.0,1.0,Complex,0.5118110236220472,1448.4229074889868,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.3181818181818182
Markita Hansen,Xx-holding,Won,3820.0,1993.0,7537.24,20293.0,3393,60.0,Enterprise,31.0,Established,1.0,1.0,1.0,Complex,0.5118110236220472,1448.4229074889868,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.37142068693638197
Maureen Marcano,Hottechi,Lost,0.0,1997.0,8170.38,16499.0,1096,61.0,Enterprise,27.0,Established,0.0,1.0,1.0,Intermediate,0.6506550218340611,1645.0469483568074,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0,0,False,True,False,0.495204557851991
Vicki Laflamme,Rantouch,Won,581.0,1994.0,1188.42,3015.0,550,69.0,Medium,30.0,Established,1.0,1.0,1.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.39416915422885573
Corliss Cosme,Nam-zim,Won,,1987.0,405.59,1179.0,4821,47.98539710922366,Medium,37.0,Established,1.0,1.0,1.0,Complex,0.5859375,1838.585152838428,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,False,True,False,0.34401187446988973
Darcel Schlecht,Funholding,Lost,0.0,1991.0,2819.5,7227.0,5482,58.0,Large,33.0,Established,0.0,1.0,1.0,Complex,0.5693311582381729,2085.3779385171792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.3901342189013422
Jonathan Berthelot,Gogozoom,Won,585.0,2007.0,86.68,187.0,550,76.0,Small,17.0,Mature,1.0,1.0,1.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.4635294117647059
Kami Bicknell,Plusstrip,Lost,,2002.0,349.81,315.0,1096,47.98539710922366,Small,22.0,Established,0.0,1.0,1.0,Intermediate,0.5780730897009967,1163.4411764705883,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,1.1105079365079364
Kami Bicknell,Nam-zim,Won,572.0,1987.0,405.59,1179.0,550,115.0,Medium,37.0,Established,1.0,1.0,1.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0,0,False,True,False,0.34401187446988973
Lajuana Vencill,Zumgoity,Won,3669.0,1984.0,441.08,1210.0,3393,60.0,Medium,40.0,Established,1.0,1.0,1.0,Complex,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3645289256198347
Markita Hansen,Golddex,Won,1091.0,2008.0,52.5,165.0,1096,64.0,Small,16.0,Mature,1.0,1.0,1.0,Intermediate,0.5118110236220472,1448.4229074889868,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.3181818181818182
Marty Freudenburg,Rangreen,Lost,0.0,1987.0,2938.67,8775.0,1096,79.0,Large,37.0,Established,0.0,1.0,1.0,Intermediate,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,1,0,0,0,0,False,True,False,0.3348911680911681
Reed Clapper,Donquadtech,Won,4905.0,1992.0,1712.68,3194.0,4821,65.0,Medium,32.0,Established,1.0,1.0,1.0,Complex,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.5362179085785849
Corliss Cosme,Vehement Capital Partners,Won,540.0,1993.0,646.1,883.0,550,57.0,Small,31.0,Established,1.0,1.0,1.0,Basic,0.5859375,1838.585152838428,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.7317100792751983
Gladys Colclough,Zumgoity,Won,49.0,1984.0,441.08,1210.0,55,67.0,Medium,40.0,Established,1.0,1.0,1.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3645289256198347
Jonathan Berthelot,Globex Corporation,Won,513.0,2000.0,1223.72,2497.0,550,125.0,Medium,24.0,Established,1.0,1.0,1.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,False,True,False,0.49007609130957147
Lajuana Vencill,Gogozoom,Won,54.0,2007.0,86.68,187.0,55,77.0,Small,17.0,Mature,1.0,1.0,1.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.4635294117647059
Violet Mclelland,Funholding,Won,,1991.0,2819.5,7227.0,550,47.98539710922366,Large,33.0,Established,1.0,1.0,1.0,Basic,0.5727699530516432,639.5388601036269,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.3901342189013422
Violet Mclelland,Yearin,Won,56.0,2005.0,2261.05,3851.0,55,70.0,Medium,19.0,Mature,1.0,1.0,1.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.5871332121526877
Anna Snelling,Konmatfix,Won,58.0,1985.0,375.43,1190.0,55,62.0,Medium,39.0,Established,1.0,1.0,1.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3154873949579832
