sales_agent,account,deal_stage,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG,revenue_per_employee,predicted_is_won,predicted_deal_stage
Maureen Marcano,Sonron,Engaging,,1999.0,1699.85,5108.0,5482,47.98539710922366,Large,25.0,Established,,5.0,2.0,Complex,0.6506550218340611,1645.0469483568074,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.33278191072826935,1.0,Won
Hayden Neloms,Faxquote,Engaging,,1995.0,1825.82,5595.0,3393,47.98539710922366,Large,29.0,Established,,5.0,2.0,Complex,0.6445783132530121,1790.203947368421,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.32633065236818587,1.0,Won
Boris Faz,Toughzap,Engaging,,1995.0,332.43,799.0,3393,47.98539710922366,Small,29.0,Established,,5.0,2.0,Complex,0.5906432748538012,1710.0065359477123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.4160575719649562,1.0,Won
James Ascencio,Kinnamplus,Engaging,,2004.0,702.72,1831.0,5482,47.98539710922366,Medium,20.0,Mature,,5.0,2.0,Complex,0.6053811659192825,2007.4417475728155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.383790278536319,1.0,Won
Maureen Marcano,Opentech,Engaging,,1994.0,355.23,853.0,1096,47.98539710922366,Small,30.0,Established,,5.0,2.0,Intermediate,0.6506550218340611,1645.0469483568074,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.4164478311840563,1.0,Won
Cassey Cress,Condax,Engaging,,2017.0,4.54,9.0,3393,47.98539710922366,Small,7.0,Young,,5.0,2.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.5044444444444445,1.0,Won
Daniell Hammack,Labdrill,Engaging,,1985.0,2741.37,9226.0,5482,47.98539710922366,Large,39.0,Established,,5.0,2.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.2971352698894429,1.0,Won
Kary Hendrixson,Xx-holding,Engaging,,1993.0,7537.24,20293.0,3393,47.98539710922366,Enterprise,31.0,Established,,5.0,2.0,Complex,0.5618279569892473,1356.113432835821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.37142068693638197,1.0,Won
Markita Hansen,Labdrill,Engaging,,1985.0,2741.37,9226.0,4821,47.98539710922366,Large,39.0,Established,,5.0,2.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.2971352698894429,1.0,Won
Corliss Cosme,Donquadtech,Engaging,,1992.0,1712.68,3194.0,550,47.98539710922366,Medium,32.0,Established,,5.0,2.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.5362179085785849,1.0,Won
Hayden Neloms,Funholding,Engaging,,1991.0,2819.5,7227.0,5482,47.98539710922366,Large,33.0,Established,,5.0,2.0,Complex,0.6445783132530121,1790.203947368421,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.3901342189013422,1.0,Won
James Ascencio,Donquadtech,Engaging,,1992.0,1712.68,3194.0,5482,47.98539710922366,Medium,32.0,Established,,5.0,2.0,Complex,0.6053811659192825,2007.4417475728155,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.5362179085785849,1.0,Won
Kary Hendrixson,Groovestreet,Engaging,,2003.0,223.8,299.0,1096,47.98539710922366,Small,21.0,Established,,5.0,2.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.748494983277592,1.0,Won
Kami Bicknell,Globex Corporation,Engaging,,2000.0,1223.72,2497.0,550,47.98539710922366,Medium,24.0,Established,,5.0,2.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,1,0,0,0,0,0,False,True,False,0.49007609130957147,1.0,Won
Corliss Cosme,Treequote,Engaging,,1988.0,5266.09,8595.0,550,47.98539710922366,Large,36.0,Established,,5.0,2.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.6126922629435718,0.0,Lost
Corliss Cosme,Groovestreet,Engaging,,2003.0,223.8,299.0,1096,47.98539710922366,Small,21.0,Established,,5.0,2.0,Intermediate,0.5859375,1838.585152838428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.748494983277592,1.0,Won
Kary Hendrixson,Opentech,Engaging,,1994.0,355.23,853.0,55,47.98539710922366,Small,30.0,Established,,5.0,2.0,Basic,0.5618279569892473,1356.113432835821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.4164478311840563,1.0,Won
James Ascencio,Condax,Engaging,,2017.0,4.54,9.0,1096,47.98539710922366,Small,7.0,Young,,5.0,2.0,Intermediate,0.6053811659192825,2007.4417475728155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.5044444444444445,1.0,Won
Corliss Cosme,Labdrill,Engaging,,1985.0,2741.37,9226.0,550,47.98539710922366,Large,39.0,Established,,5.0,2.0,Basic,0.5859375,1838.585152838428,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.2971352698894429,1.0,Won
Markita Hansen,Y-corporation,Engaging,,1983.0,2871.35,9561.0,3393,47.98539710922366,Large,41.0,Established,,5.0,2.0,Complex,0.5118110236220472,1448.4229074889868,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.30031900428825437,1.0,Won
Corliss Cosme,Inity,Engaging,,1986.0,2403.58,8801.0,5482,47.98539710922366,Large,38.0,Established,,5.0,2.0,Complex,0.5859375,1838.585152838428,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.2731030564708556,1.0,Won
Vicki Laflamme,Singletechno,Engaging,,1996.0,2214.94,5374.0,5482,47.98539710922366,Large,28.0,Established,,5.0,2.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.41215854112393,1.0,Won
Vicki Laflamme,Genco Pura Olive Oil Company,Engaging,,2007.0,894.33,1635.0,55,47.98539710922366,Medium,17.0,Mature,,5.0,2.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,False,False,True,0.5469908256880734,1.0,Won
James Ascencio,Zoomit,Engaging,,1992.0,324.19,978.0,1096,47.98539710922366,Small,32.0,Established,,5.0,2.0,Intermediate,0.6053811659192825,2007.4417475728155,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.33148261758691205,1.0,Won
Kami Bicknell,Conecom,Engaging,,2005.0,1520.66,1806.0,4821,47.98539710922366,Medium,19.0,Mature,,5.0,2.0,Complex,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.8420044296788484,1.0,Won
Violet Mclelland,Zoomit,Engaging,,1992.0,324.19,978.0,55,47.98539710922366,Small,32.0,Established,,5.0,2.0,Basic,0.5727699530516432,639.5388601036269,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.33148261758691205,1.0,Won
Daniell Hammack,Dontechi,Engaging,,1982.0,4618.0,10083.0,4821,47.98539710922366,Enterprise,42.0,Established,,5.0,2.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.4579986115243479,1.0,Won
Kary Hendrixson,Ontomedia,Engaging,,1997.0,882.12,2769.0,1096,47.98539710922366,Medium,27.0,Established,,5.0,2.0,Intermediate,0.5618279569892473,1356.113432835821,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.31856988082340193,1.0,Won
Corliss Cosme,Zathunicon,Engaging,,2010.0,71.12,144.0,4821,47.98539710922366,Small,14.0,Mature,,5.0,2.0,Complex,0.5859375,1838.585152838428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.49388888888888893,1.0,Won
Kami Bicknell,Dontechi,Engaging,,1982.0,4618.0,10083.0,1096,47.98539710922366,Enterprise,42.0,Established,,5.0,2.0,Intermediate,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.4579986115243479,1.0,Won
Hayden Neloms,Nam-zim,Engaging,,1987.0,405.59,1179.0,1096,47.98539710922366,Medium,37.0,Established,,5.0,2.0,Intermediate,0.6445783132530121,1790.203947368421,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0,0,False,True,False,0.34401187446988973,1.0,Won
Violet Mclelland,Zathunicon,Engaging,,2010.0,71.12,144.0,4821,47.98539710922366,Small,14.0,Mature,,6.0,2.0,Complex,0.5727699530516432,639.5388601036269,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.49388888888888893,1.0,Won
Kami Bicknell,Faxquote,Engaging,,1995.0,1825.82,5595.0,4821,47.98539710922366,Large,29.0,Established,,6.0,2.0,Complex,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.32633065236818587,0.0,Lost
Rosalina Dieter,Dalttechnology,Engaging,,2013.0,98.79,96.0,55,47.98539710922366,Small,11.0,Mature,,6.0,2.0,Basic,0.5714285714285714,2140.0272727272727,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,1.0290625,1.0,Won
Kary Hendrixson,Zencorporation,Engaging,,2011.0,40.79,142.0,55,47.98539710922366,Small,13.0,Mature,,6.0,2.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,False,False,True,0.28725352112676056,1.0,Won
Elease Gluck,Zathunicon,Engaging,,2010.0,71.12,144.0,3393,47.98539710922366,Small,14.0,Mature,,6.0,2.0,Complex,0.5555555555555556,2295.1984126984125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.49388888888888893,1.0,Won
Zane Levy,Conecom,Engaging,,2005.0,1520.66,1806.0,1096,47.98539710922366,Medium,19.0,Mature,,6.0,2.0,Intermediate,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.8420044296788484,1.0,Won
James Ascencio,Cheers,Engaging,,1993.0,4269.9,6472.0,5482,47.98539710922366,Large,31.0,Established,,6.0,2.0,Complex,0.6053811659192825,2007.4417475728155,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.6597496909765141,1.0,Won
Corliss Cosme,Massive Dynamic,Engaging,,1989.0,665.06,1095.0,3393,47.98539710922366,Medium,35.0,Established,,6.0,2.0,Complex,0.5859375,1838.585152838428,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.6073607305936073,1.0,Won
Daniell Hammack,Zotware,Engaging,,1979.0,4478.47,13809.0,1096,47.98539710922366,Enterprise,45.0,Established,,6.0,2.0,Intermediate,0.5377358490566038,1947.7486631016043,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.32431530161488886,1.0,Won
Kami Bicknell,Nam-zim,Engaging,,1987.0,405.59,1179.0,1096,47.98539710922366,Medium,37.0,Established,,6.0,2.0,Intermediate,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0,0,False,True,False,0.34401187446988973,1.0,Won
Elease Gluck,Lexiqvolax,Engaging,,2004.0,1618.89,3889.0,26768,47.98539710922366,Medium,20.0,Mature,,6.0,2.0,Complex,0.5555555555555556,2295.1984126984125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0,0,0,0,0,0,True,False,False,0.41627410645410134,1.0,Won
Rosalina Dieter,Vehement Capital Partners,Engaging,,1993.0,646.1,883.0,4821,47.98539710922366,Small,31.0,Established,,6.0,2.0,Complex,0.5714285714285714,2140.0272727272727,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.7317100792751983,1.0,Won
Markita Hansen,Dalttechnology,Engaging,,2013.0,98.79,96.0,3393,47.98539710922366,Small,11.0,Mature,,6.0,2.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,1.0290625,1.0,Won
Rosie Papadopoulos,Zoomit,Engaging,,1992.0,324.19,978.0,1096,47.98539710922366,Small,32.0,Established,,6.0,2.0,Intermediate,0.5735294117647058,1902.2231404958677,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.33148261758691205,1.0,Won
Corliss Cosme,Betasoloin,Engaging,,1999.0,251.41,495.0,4821,47.98539710922366,Small,25.0,Established,,6.0,2.0,Complex,0.5859375,1838.585152838428,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.5078989898989898,1.0,Won
Rosalina Dieter,Funholding,Engaging,,1991.0,2819.5,7227.0,4821,47.98539710922366,Large,33.0,Established,,6.0,2.0,Complex,0.5714285714285714,2140.0272727272727,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.3901342189013422,1.0,Won
Violet Mclelland,Isdom,Engaging,,2002.0,3178.24,4540.0,1096,47.98539710922366,Medium,22.0,Established,,6.0,2.0,Intermediate,0.5727699530516432,639.5388601036269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.7000528634361233,1.0,Won
Maureen Marcano,Zoomit,Engaging,,1992.0,324.19,978.0,1096,47.98539710922366,Small,32.0,Established,,6.0,2.0,Intermediate,0.6506550218340611,1645.0469483568074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.33148261758691205,1.0,Won
Markita Hansen,Treequote,Engaging,,1988.0,5266.09,8595.0,26768,47.98539710922366,Large,36.0,Established,,6.0,2.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0,0,0,0,0,0,True,False,False,0.6126922629435718,1.0,Won
Markita Hansen,Conecom,Engaging,,2005.0,1520.66,1806.0,4821,47.98539710922366,Medium,19.0,Mature,,6.0,2.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.8420044296788484,1.0,Won
Cassey Cress,Bluth Company,Engaging,,1993.0,1242.32,3027.0,55,47.98539710922366,Medium,31.0,Established,,6.0,2.0,Basic,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.410412950115626,1.0,Won
Markita Hansen,Toughzap,Engaging,,1995.0,332.43,799.0,1096,47.98539710922366,Small,29.0,Established,,6.0,2.0,Intermediate,0.5118110236220472,1448.4229074889868,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.4160575719649562,1.0,Won
Rosie Papadopoulos,Xx-zobam,Engaging,,1989.0,3838.39,8274.0,4821,47.98539710922366,Large,35.0,Established,,6.0,2.0,Complex,0.5735294117647058,1902.2231404958677,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.4639098380468939,1.0,Won
Elease Gluck,Rantouch,Engaging,,1994.0,1188.42,3015.0,550,47.98539710922366,Medium,30.0,Established,,6.0,2.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.39416915422885573,1.0,Won
Kary Hendrixson,Sonron,Engaging,,1999.0,1699.85,5108.0,4821,47.98539710922366,Large,25.0,Established,,6.0,2.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.33278191072826935,1.0,Won
Cassey Cress,Scottech,Engaging,,2012.0,45.39,100.0,1096,47.98539710922366,Small,12.0,Mature,,6.0,2.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.4539,1.0,Won
Daniell Hammack,Groovestreet,Engaging,,2003.0,223.8,299.0,3393,47.98539710922366,Small,21.0,Established,,6.0,2.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.748494983277592,1.0,Won
James Ascencio,Gekko & Co,Engaging,,1990.0,2520.83,3502.0,3393,47.98539710922366,Medium,34.0,Established,,6.0,2.0,Complex,0.6053811659192825,2007.4417475728155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.7198258138206739,1.0,Won
Cassey Cress,Condax,Engaging,,2017.0,4.54,9.0,5482,47.98539710922366,Small,7.0,Young,,6.0,2.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.5044444444444445,1.0,Won
Elease Gluck,Sumace,Engaging,,2000.0,167.89,493.0,55,47.98539710922366,Small,24.0,Established,,6.0,2.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0,0,0,0,0,1,False,False,True,0.3405476673427992,1.0,Won
James Ascencio,Domzoom,Engaging,,1998.0,217.87,551.0,550,47.98539710922366,Small,26.0,Established,,6.0,2.0,Basic,0.6053811659192825,2007.4417475728155,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.3954083484573503,1.0,Won
Violet Mclelland,Betasoloin,Engaging,,1999.0,251.41,495.0,55,47.98539710922366,Small,25.0,Established,,6.0,2.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.5078989898989898,1.0,Won
Zane Levy,Kan-code,Engaging,,1982.0,11698.03,34288.0,4821,47.98539710922366,Enterprise,42.0,Established,,6.0,2.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.34116979701353245,1.0,Won
Kary Hendrixson,Betasoloin,Engaging,,1999.0,251.41,495.0,4821,47.98539710922366,Small,25.0,Established,,6.0,2.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.5078989898989898,1.0,Won
Rosie Papadopoulos,Ron-tech,Engaging,,1992.0,3922.42,6837.0,550,47.98539710922366,Large,32.0,Established,,6.0,2.0,Basic,0.5735294117647058,1902.2231404958677,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.5737048413046658,1.0,Won
Zane Levy,Plussunin,Engaging,,2003.0,1419.98,4018.0,4821,47.98539710922366,Medium,21.0,Established,,6.0,2.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.35340467894474864,1.0,Won
Violet Mclelland,Nam-zim,Engaging,,1987.0,405.59,1179.0,3393,47.98539710922366,Medium,37.0,Established,,6.0,2.0,Complex,0.5727699530516432,639.5388601036269,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,True,0.34401187446988973,1.0,Won
Boris Faz,Streethex,Engaging,,1988.0,1376.8,1165.0,1096,47.98539710922366,Medium,36.0,Established,,7.0,3.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0,0,False,True,False,1.181802575107296,1.0,Won
Kary Hendrixson,Dalttechnology,Engaging,,2013.0,98.79,96.0,4821,47.98539710922366,Small,11.0,Mature,,7.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,1.0290625,1.0,Won
Daniell Hammack,Condax,Engaging,,2017.0,4.54,9.0,1096,47.98539710922366,Small,7.0,Young,,7.0,3.0,Intermediate,0.5377358490566038,1947.7486631016043,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.5044444444444445,1.0,Won
Kary Hendrixson,Betasoloin,Engaging,,1999.0,251.41,495.0,1096,47.98539710922366,Small,25.0,Established,,7.0,3.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.5078989898989898,1.0,Won
Cassey Cress,Scottech,Engaging,,2012.0,45.39,100.0,5482,47.98539710922366,Small,12.0,Mature,,7.0,3.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.4539,1.0,Won
Kary Hendrixson,Dalttechnology,Engaging,,2013.0,98.79,96.0,5482,47.98539710922366,Small,11.0,Mature,,7.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,1.0290625,1.0,Won
Rosie Papadopoulos,Kinnamplus,Engaging,,2004.0,702.72,1831.0,3393,47.98539710922366,Medium,20.0,Mature,,7.0,3.0,Complex,0.5735294117647058,1902.2231404958677,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.383790278536319,1.0,Won
